ORG_ID|NAME|ORG_NAME|POSITION|BIQ_PERSON_ID|GENDER
5000127|Peter Nikolai Bisgaard|GN Store Nord|directorship|611472|Mand
5000127|Rene Svendsen-Tune|GN Store Nord|directorship|630665|Mand
5000127|William Ervin Hoover|GN Store Nord|directorship Vice|915851|Mand
5000127|Wolfgang Reim|GN Store Nord|directorship|1607514|Mand
5000127|Lars Kåre Viksmoen|GN Store Nord|Executive Post|1855475|Mand
5000127|Morten Andersen|GN Store Nord|directorship|16847820|Mand
5000361|Allan Christensen|Good Food Group|directorship|244276|Mand
5000361|Bent Erik Pultz Larsen|Good Food Group|directorship|271298|Mand
5000361|Carsten Fode|Good Food Group|directorship|301321|Mand
5000361|Claus Astrup-Larsen|Good Food Group|directorship|310836|Mand
5000361|Otto Johannes Christensen|Good Food Group|Member of the board chairman|589251|Mand
5000361|Torben Christensen|Good Food Group|Executive Post CEO|637557|Mand
5000361|Torben Krag Nielsen|Good Food Group|directorship|679460|Mand
5000849|Frans Vrankar|Gorenje Skandinavien|Member of the board chairman|358526|Mand
5000849|Jens Kristian Hansen|Gorenje Skandinavien|Executive Post CEO|700241|Mand
5000849|Polonca Bobinac|Gorenje Skandinavien|directorship|1166608|NA
5000849|Franjo Bobinac|Gorenje Skandinavien|directorship|1504266|Mand
5000849|Marko Sefer|Gorenje Skandinavien|Member of the board chairman|1504267|Mand
5000849|Iztok Pustaticnik|Gorenje Skandinavien|directorship|1962062|NA
5000492|Bo Lybæk|GPV International|Executive Post CEO|290682|Mand
5000492|Johannes Bogh-Christensen|GPV International|directorship|451532|Mand
5000492|Per Gran Pedersen|GPV International|directorship|599059|Mand
5000492|Poul Viggo Bartels Petersen|GPV International|Member of the board chairman|623535|Mand
5000492|Kirsten Cecilie Kristensen|GPV International|directorship|1416430|Kvinde
5000492|Ole Christensen|GPV International|directorship|1661262|Mand
5000492|Erling Nørrevang|GPV International|directorship|1692433|Mand
5000891|Frank Gülnar Jensen|Greystone Capital|directorship|357102|Mand
5000891|Henrik Lund Dal|Greystone Capital|Member of the board chairman|403241|Mand
5000891|Per Gullestrup|Greystone Capital|directorship|599155|Mand
5000891|Thomas Nederby Svenningsen|Greystone Capital|Executive Post CEO|669830|Mand
5000385|Bent Raben|Grontmij|Directorship Employee representative|846379|Mand
5000385|Steen Pinnerup|Grontmij|Executive Post|1008843|Mand
5000385|Søren Peter Wendt Larsen|Grontmij|Executive Post CEO|1074518|Mand
5000385|Gerrit Pieter Dral|Grontmij|Member of the board chairman|1343406|Mand
5000385|Keld Leerskov Hansen|Grontmij|Directorship Employee representative|1393221|Mand
5000385|Frits Vervoort|Grontmij|directorship Vice|17052188|Mand
5000385|Christiaan Michiel Jaski|Grontmij|directorship|17155852|Mand
5000908|Allan Gross-Nielsen|Gross-Nielsen Holding|Executive Post|244593|Mand
5000908|Vibeke Gross-Nielsen|Gross-Nielsen Holding|directorship|691301|Kvinde
5000908|Kasper Gross-Nielsen|Gross-Nielsen Holding|directorship|1298219|Mand
5000591|Jan Alstrøm|Group Nordic|directorship|423150|Mand
5000591|Jens-Henrik Munk Hansen|Group Nordic|directorship|443572|Mand
5000591|Lars-Bo Carsten Borðoy|Group Nordic|directorship|521570|Mand
5000591|Jørgen Simmelsgaard|Group Nordic|Executive Post|1123228|Mand
5000676|Hans Ladekjær Jeppesen|Gråkjær|directorship|383400|Mand
5000676|John Ross Graakjær|Gråkjær|Member of the board chairman|457915|Mand
5000676|Jørgen Ajslev|Gråkjær|directorship|463701|Mand
5000676|Villy Jæger|Gråkjær|directorship|693503|Mand
5000676|Jan Larsen|Gråkjær|Executive Post CEO|1061959|Mand
5000991|Carsten Guldmann|Guldmann Holding|Executive Post|301504|Mand
5000991|Jørgen Guldmann|Guldmann Holding|Executive Post|466948|Mand
5000991|Niels Ulrich Madsen|Guldmann Holding|directorship|575037|Mand
5000991|Paul Henrik Sørensen|Guldmann Holding|directorship|593812|Mand
5000450|Bjarne Ponikowski|Gyldendal|Executive Post|287450|Mand
5000450|Bjørn Høi Jensen|Gyldendal|directorship|288874|Mand
5000450|Erik Preben Mejer|Gyldendal|directorship|339344|Mand
5000450|Lene Tranberg|Gyldendal|directorship|528723|Kvinde
5000450|Merete Helene Eldrup|Gyldendal|directorship Vice|549322|Kvinde
5000450|Poul Erik Tøjner|Gyldendal|Member of the board chairman|619341|Mand
5000450|Stig Andersen|Gyldendal|Executive Post Managing Dir|647011|Mand
5000450|Marius Hansteen|Gyldendal|Directorship Employee representative|1298126|Mand
5000450|Katrine Reedtz Cohen|Gyldendal|Directorship Employee representative|1860603|Kvinde
5000450|Anitta Aaen Sundby|Gyldendal|Directorship Employee representative|1860604|Kvinde
5000208|Carl Stefan Erling Persson|H & M|directorship Vice|299680|Mand
5000208|Rolf Eriksen|H & M|directorship|634786|Mand
5000208|Torben Moltke-Leth|H & M|directorship Chairman|679968|Mand
5000208|Karl-Johan Erling Göran Persson|H & M|directorship|955926|Mand
5000208|Jyrki Peter Tervonen|H & M|directorship|1679873|Mand
5000208|Christel Friis-Mikkelsen|H & M|Executive Post CEO|1747622|Kvinde
5000619|Henrik Vestergaard|H & S Westergaard|Member of the board chairman|405570|Mand
5000619|Karen Birgit Vestergaard|H & S Westergaard|directorship|480556|Kvinde
5000619|Søren Vestergaard|H & S Westergaard|Executive Post|665336|Mand
5000619|Christina Vestergaard|H & S Westergaard|directorship|1170836|Kvinde
5000054|Anders Gersel Pedersen|H. Lundbeck|Executive Post|247210|Mand
5000054|Anders Götzsche|H. Lundbeck|Executive Post|247316|Mand
5000054|Jes Christian Wibroe Østergaard|H. Lundbeck|directorship|444249|Mand
5000054|Mats Gunnar Pettersson|H. Lundbeck|Member of the board chairman|548158|Mand
5000054|Thorleif Krarup|H. Lundbeck|directorship Vice|671812|Mand
5000054|Sven Håkan Björklund|H. Lundbeck|directorship|929278|Mand
5000054|Christian Peter Dyvig|H. Lundbeck|directorship|1117822|Mand
5000054|Kim Rosenville Christensen|H. Lundbeck|Directorship Employee representative|1297031|Mand
5000054|Jørn Møller Mayntzhusen|H. Lundbeck|Directorship Employee representative|1571223|Mand
5000054|Ulf Arne Wiinberg|H. Lundbeck|Executive Post CEO|1609718|Mand
5000054|Mona Elisabeth Elster|H. Lundbeck|Directorship Employee representative|1863823|Kvinde
5000054|Marie-Laure Pochon|H. Lundbeck|Executive Post|16847680|Kvinde
5000054|Melanie Georgina Lee|H. Lundbeck|directorship|17156194|Kvinde
5000869|Hans Christian Nielsen|H. C. Handelscenter|Executive Post CEO|378262|Mand
5000869|Jens Henning Elmerkjær|H. C. Handelscenter|directorship|436547|Mand
5000869|Lars Peter Nielsen|H. C. Handelscenter|Executive Post|519818|Mand
5000869|Michael Peter Bodziock|H. C. Handelscenter|directorship|1896970|Mand
5000987|Birthe Juul Therkildsen|H.F. Christiansen|directorship|284157|Kvinde
5000987|Jens Christian Lauridsen|H.F. Christiansen|directorship Chairman|434334|Mand
5000987|Jørgen Christiansen|H.F. Christiansen|directorship|465377|Mand
5000987|Kai Elo Andersen|H.F. Christiansen|directorship|477028|Mand
5000987|Per Ebdrup|H.F. Christiansen|directorship|597817|Mand
5000276|Claus Helgesen Pedersen|H.J. Hansen|directorship|311946|Mand
5000276|Hans Erik Hempel-Hansen|H.J. Hansen|directorship|379152|Mand
5000276|Jens Jørgen Hempel-Hansen|H.J. Hansen|directorship|437534|Mand
5000276|John Hundstrup Bentsen|H.J. Hansen|Directorship Employee representative|455335|Mand
5000276|Ole Maare|H.J. Hansen|directorship|584134|Mand
5000276|Poul Vestergaard Hansen|H.J. Hansen|Member of the board elected by employees|623508|Mand
5000276|Steen Haustrup|H.J. Hansen|directorship|642605|Mand
5000276|Steen Hemmingsen|H.J. Hansen|Member of the board chairman|642648|Mand
5000276|Torben Østergård Nielsen|H.J. Hansen|directorship|681538|Mand
5000276|Remi Leo Sahner|H.J. Hansen|directorship|1433892|Mand
5000457|Bernd Petersen|H.L. Industries|Member of the board chairman|278076|Mand
5000457|Claus Østergaard Nielsen|H.L. Industries|Executive Post CEO|314025|Mand
5000457|Jesper Wadum Nielsen|H.L. Industries|directorship|709672|Mand
5000457|Jacob Østergaard Bergenholtz|H.L. Industries|directorship|1274347|Mand
5000798|Villy Rasmussen|H.P. Værktøj|Member of the board chairman|693766|Mand
5000798|Klavs Pedersen|H.P. Værktøj|Executive Post CEO|1449022|Mand
5000798|Michael Podiss Petersen|H.P. Værktøj|directorship|10495868|Mand
5000338|Anders Carl Ingvar Karlsson|H+H International|Member of the board chairman|246714|Mand
5000338|Asbjørn Berge|H+H International|directorship Vice|265112|Mand
5000338|Henrik Lind|H+H International|directorship|403150|Mand
5000338|Pierre-Yves Jullien|H+H International|directorship|616041|Mand
5000338|Niels Meidahl|H+H International|Executive Post CFO|953529|Mand
5000338|Michael Troensegaard Andersen|H+H International|Executive Post CEO|1106364|Mand
5000338|Stewart A. Baseley|H+H International|directorship|1856752|Mand
5000930|Frits Rasmussen|Halberg|Member of the board chairman|361156|Mand
5000930|Georg Gundersen|Halberg|directorship|362579|Mand
5000930|Hemming Van|Halberg|directorship|394653|Mand
5000930|Henrik Harald Halberg|Halberg|directorship Vice|401791|Mand
5000930|Jarl Michael Rigner Freiesleben|Halberg|Executive Post|431295|Mand
5000930|Jens Pave|Halberg|Executive Post|440857|Mand
5000930|Martin Lippert|Halberg|directorship|547014|Mand
5000930|Per Buch|Halberg|Executive Post CEO|597302|Mand
5000930|Svend Helmer|Halberg|directorship|656828|Mand
5000147|Haldor Frederik Axel Topsøe|Haldor Topsøe|directorship Chairman|373396|Mand
5000147|Jens Kehlet Nørskov|Haldor Topsøe|directorship|437998|Mand
5000147|Jeppe Christiansen|Haldor Topsøe|directorship|443858|Mand
5000147|Oluf Christian Engell|Haldor Topsøe|directorship|587808|Mand
5000147|Henrik Topsøe|Haldor Topsøe|directorship|930641|Mand
5000147|Hans Kornerup|Haldor Topsøe|Executive Post|937697|Mand
5000147|Jette Søvang Christiansen|Haldor Topsøe|Directorship Employee representative|1142688|Kvinde
5000147|Martin Østberg|Haldor Topsøe|directorship|1280655|Mand
5000147|Søren Toft|Haldor Topsøe|directorship|1280656|Mand
5000147|Bjerne Steffen Clausen|Haldor Topsøe|Executive Post CEO|1526800|Mand
5000147|Jakob Haldor Topsøe|Haldor Topsøe|directorship|1677480|Mand
5001017|Hans Henrik Lorents Hjorth|Hamlet Protein|directorship|380732|Mand
5001017|Niels-Christian Worning|Hamlet Protein|directorship|575410|Mand
5001017|Ole Ejner Viggo Andersen|Hamlet Protein|Member of the board chairman|580913|Mand
5001017|Ole Kaae Hansen|Hamlet Protein|directorship|583105|Mand
5001017|Ole Mondrup|Hamlet Protein|directorship|584438|Mand
5001017|Tom Hertel|Hamlet Protein|directorship|674538|Mand
5001017|Søren Munch|Hamlet Protein|Executive Post CEO|1068886|Mand
5001017|Søren Bank Rasmussen|Hamlet Protein|Executive Post|1732292|Mand
5000538|Jacob Erik Holm|Hans Just Group|directorship|420927|Mand
5000538|Per Steen Molin Heinze|Hans Just Group|Member of the board chairman|599503|Mand
5000538|Thomas Just Karberg|Hans Just Group|Executive Post|669196|Mand
5000510|Hans Magnus Kolby Hansen|HansenGroup|Executive Post CEO|383668|Mand
5000510|Ivar Hafsett|HansenGroup|Member of the board chairman|420177|Mand
5000510|Jesper Klith Andersen|HansenGroup|Executive Post|445959|Mand
5000510|Poul Arne Jensen|HansenGroup|directorship|616623|Mand
5000510|Kent Ernst Hansen|HansenGroup|Executive Post|1701199|Mand
5000972|Jan Hollmén Olesen|Hansson & Knudsen|directorship Chairman|425613|Mand
5000972|Jørgen Hansson|Hansson & Knudsen|directorship|467259|Mand
5000972|Lars Knudsen|Hansson & Knudsen|directorship|517993|Mand
5000972|Povl Christensen|Hansson & Knudsen|Executive Post CEO|624229|Mand
5000782|Benny Rasmussen|Hanstholm Fiskemelsfabrik|directorship|269744|Mand
5000782|Carsten Lentz Storm|Hanstholm Fiskemelsfabrik|Member of the board chairman|302249|Mand
5000782|Jan Nicolai Hansen|Hanstholm Fiskemelsfabrik|directorship|427420|Mand
5000782|Peter Jensen|Hanstholm Fiskemelsfabrik|Executive Post CEO|1004087|Mand
5000782|Arnold Johansen|Hanstholm Fiskemelsfabrik|directorship|1280531|Mand
5000288|Thøger Thøgersen|Harboes Bryggeri|directorship|236571|Mand
5000288|Anders Nielsen|Harboes Bryggeri|directorship Chairman|248436|Mand
5000288|Bernhard Griese|Harboes Bryggeri|Executive Post CEO|278197|Mand
5000288|Carl Erik Kjærsgaard|Harboes Bryggeri|directorship|298410|Mand
5000288|Jens Bjarne Søndergaard Jensen|Harboes Bryggeri|Directorship Employee representative|433348|Mand
5000288|Mads Ole Krage|Harboes Bryggeri|directorship|539649|Mand
5000288|Mette Kirstine Agger|Harboes Bryggeri|directorship|550221|Kvinde
5000771|Jens Daugbjerg|Hardi International|Executive Post|434870|Mand
5000771|Sten Kjelstrup|Hardi International|Executive Post CEO|646201|Mand
5000771|Jan Ole Andersen|Hardi International|Directorship Employee representative|1519144|Mand
5000771|Patrick Jean-Marie Ballu|Hardi International|directorship|1528299|Mand
5000771|Guerric Jean-Marie Ballu|Hardi International|Member of the board chairman|1528300|NA
5000771|Daniel Albert Tragus|Hardi International|directorship Vice|1920396|Mand
5000771|Rasmus Lindholm Friis-Vestergaard|Hardi International|directorship|17084576|Mand
5000563|Gert Erik Møller Thomsen|Haribo Lakrids|directorship|364574|Mand
5000563|Klaus Jørgen Christensen|Haribo Lakrids|Executive Post|501106|Mand
5000563|Dorthe Koch Pedersen|Haribo Lakrids|Directorship Employee representative|718989|Kvinde
5000563|Hans-Guido Riegel|Haribo Lakrids|directorship|989806|NA
5000563|Reinhard Schneider|Haribo Lakrids|directorship|989807|Mand
5000563|Per Niclas Henerius|Haribo Lakrids|Executive Post|1548883|Mand
5000563|Johannes Peter Riegel|Haribo Lakrids|directorship Chairman|1769528|Mand
5000563|Hans Arndt Riegel|Haribo Lakrids|directorship|7364426|Mand
5000321|Hans Frederiksen|HCS Transport & Sped.|directorship Chairman|379699|Mand
5000321|Jacob Frederiksen|HCS Transport & Sped.|directorship|420960|Mand
5000321|Lone Kirsten Frederiksen|HCS Transport & Sped.|directorship|536841|Kvinde
5000321|Mads Frederiksen|HCS Transport & Sped.|Executive Post CEO|539286|Mand
5000888|Jens Schou Jørgensen|Hedegaard & Christensen|directorship|442217|Mand
5000888|Per Mogensen|Hedegaard & Christensen|directorship|601618|Mand
5000888|Eileen Jørgensen|Hedegaard & Christensen|Member of the board chairman|1181119|Kvinde
5000446|Jan Leo Ravn|HEF|Executive Post CEO|318926|Mand
5000446|Frede Nørgaard Hansen|HEF|directorship|360134|Mand
5000446|Jens Kristian Larsen|HEF|Member of the board chairman|438434|Mand
5000446|Jens Nielsen|HEF|directorship|439603|Mand
5000446|Johannes Hansen Ginnerup|HEF|directorship|451829|Mand
5000446|Niels Erik Borup Poulsen|HEF|directorship|568462|Mand
5000446|Ove Ejlskov Hust|HEF|directorship|590033|Mand
5000446|Bent Andersen|HEF|directorship|908748|Mand
5000446|Christian Greve|HEF|directorship Vice|1454083|Mand
5000446|Karen Jacobsen|HEF|directorship|1596681|Kvinde
5000446|Lene Schmidt Aalestrup|HEF|directorship|1887723|Kvinde
5000446|Jørgen Toft|HEF|directorship|1887724|Mand
5000982|Enan Raouf El-Galaly|Helnan Holding|Member of the board chairman|332365|Mand
5000982|Margrete Monir Gorgy|Helnan Holding|directorship|1674671|Kvinde
5000982|Mark Robert Nykjær-Fisher|Helnan Holding|Executive Post CEO|17114907|Mand
5000106|Kim Junge Andersen|Hempel|Executive Post|492898|Mand
5000106|Lars Aaen|Hempel|directorship Vice|513687|Mand
5000106|Leif Jensen|Hempel|directorship|524747|Mand
5000106|Peder Holk Nielsen|Hempel|directorship|594965|Mand
5000106|Pierre-Yves Jullien|Hempel|Executive Post CEO|616041|Mand
5000106|Rene Hansen|Hempel|directorship|630063|Mand
5000106|Richard Rudolf Sand|Hempel|Member of the board chairman|631588|Mand
5000106|Ulf Lennart Holm|Hempel|directorship|685556|Mand
5000106|Mads Juhl|Hempel|directorship|990669|Mand
5000106|Anders Pettersson|Hempel|directorship|1162023|Mand
5000106|Ann Louise Krüger Kofoed|Hempel|Directorship Employee representative|1439644|Kvinde
5000106|Henrik Bach Falkenberg|Hempel|Directorship Employee representative|1885794|Mand
5000427|Jesper Fors Holmark|Herning Shipping|Executive Post|445625|Mand
5000427|Tage Benedikt Bundgaard|Herning Shipping|directorship|665827|Mand
5000427|Björn Erik Nilsson|Herning Shipping|Member of the board chairman|1453226|Mand
5000427|Bengt David Harry Kjell|Herning Shipping|directorship|1950372|Mand
5000427|Nils Tomas Berntsson|Herning Shipping|directorship|1957524|Mand
5000427|Erik Gunnar Hallert|Herning Shipping|directorship|10496166|Mand
5000427|Dag Wilhelm Ringvold Strømme|Herning Shipping|directorship|10496167|Mand
5000427|Mads Torben Meldgaard|Herning Shipping|Executive Post CEO|17053544|Mand
5000258|Anders Nymann|Hess Denmark|Executive Post CEO|1109677|Mand
5000258|Martin George Edwards|Hess Denmark|directorship|1757573|Mand
5000258|Michael Robert Turner|Hess Denmark|directorship|16808914|Mand
5000258|Timothy Bartlett Goodell|Hess Denmark|directorship|17052837|Mand
5000184|Marten Thorhauge|Hewlett-Packard|directorship|545936|Mand
5000184|Jakob Brink Jensen|Hewlett-Packard|Member of the board chairman|1642179|Mand
5000184|Jakob Schou Meding|Hewlett-Packard|directorship|1665982|Mand
5000184|Nina Schertiger|Hewlett-Packard|directorship|1937910|Kvinde
5000184|Per Johan Wilsby|Hewlett-Packard|directorship|17092225|Mand
5000218|Adine Charlotte Grate Axen|HI3G Denmark|directorship|239965|Kvinde
5000218|Carl Peder Ramel|HI3G Denmark|Executive Post|299544|Mand
5000218|Christian Nicolas Roger Salbaing|HI3G Denmark|directorship|308250|Mand
5000218|Frank John Sixt|HI3G Denmark|directorship|357391|Mand
5000218|Marcus Wallenberg|HI3G Denmark|directorship|541507|Mand
5000218|Morten Christiansen|HI3G Denmark|Executive Post CEO .|562777|Mand
5000218|Kin Ning Canning Fok|HI3G Denmark|Member of the board chairman|1097344|Binominal
5000218|Ulf Christian Cederholm|HI3G Denmark|directorship|1817713|Mand
5000218|Erling Lennart Johansson|HI3G Denmark|directorship|10440884|Mand
5000749|Jöns Thomas Christer Hansson|Hilding Anders|directorship|1792685|NA
5000749|Björn Einar Oskar Edvardsson|Hilding Anders|directorship|1834818|Mand
5000749|Knut Pål Nils Jönsson|Hilding Anders|Executive Post CEO|1909358|Mand
5001009|Finn Palle Hansen|Hillerød Forsyning|Member of the board chairman|350339|Mand
5001009|Tue Tortzen|Hillerød Forsyning|directorship|723339|Mand
5001009|Dan Riise Andersen|Hillerød Forsyning|directorship Vice|1400797|Mand
5001009|Peter Nisbeth|Hillerød Forsyning|directorship Vice|1824695|Mand
5001009|Alaa El Din Abd El Aziz Mohamed Aly El Barky|Hillerød Forsyning|Executive Post|1838673|Binominal
5000124|Elvin Jørgen Hansen|HMN Naturgas (note)|directorship|331906|Mand
5000124|Finn Enoch Stengel Petersen|HMN Naturgas (note)|directorship|348291|Mand
5000124|Hans Toft|HMN Naturgas (note)|directorship|386325|Mand
5000124|Jens Arne Hedegaard Jensen|HMN Naturgas (note)|directorship|432963|Mand
5000124|Jørgen Andreas Nørby|HMN Naturgas (note)|directorship|463928|Mand
5000124|Ole Bjørstorp|HMN Naturgas (note)|directorship Vice|579866|Mand
5000124|Ove Ejnar Dalsgaard|HMN Naturgas (note)|directorship|590034|Mand
5000124|Jens Grønlund|HMN Naturgas (note)|directorship Chairman|1187870|Mand
5000124|Erik Christensen Lund|HMN Naturgas (note)|directorship|1701483|Mand
5000124|Jens Dybdahl Vestergaard Jensen|HMN Naturgas (note)|directorship|1784643|Mand
5000124|Willy R. Eliasen|HMN Naturgas (note)|directorship|1822517|Mand
5000124|Jørgen Ejner Hammer Sørensen|HMN Naturgas (note)|directorship|1852566|Mand
5000124|Tina Tving Stauning|HMN Naturgas (note)|directorship|1852567|Kvinde
5000357|Torben Bjørk Nielsen|Hoffmann|directorship|677658|Mand
5000357|Jørgen Wiese Porsmyr|Hoffmann|directorship|1520398|Mand
5000357|Peter Engell Petersen|Hoffmann|directorship|1677652|Mand
5000357|Per Ingemar Persson|Hoffmann|Member of the board chairman|1755515|Mand
5000357|Trond Bølviken|Hoffmann|directorship|16808715|Mand
5000357|Michael Lindgren|Hoffmann|directorship|16811960|Mand
5000706|Hans Bundgaard|HMF Holding|Member of the board chairman|377353|Mand
5000706|Kim Buchwald|HMF Holding|directorship|491966|Mand
5000711|Jens Hørby Jensen|Holdingselsk. J. Jensen|Executive Post|437026|Mand
5000474|Karl-Wolfgang Gilbert Dubois|Holger Christiansen|directorship|1030365|NA
5000474|Johnny Højfeldt Hvidtfeldt|Holger Christiansen|directorship|1095698|Mand
5000474|Hans Peter Meyen|Holger Christiansen|Member of the board chairman|1553317|Mand
5000474|Bernd Rainer Rall|Holger Christiansen|Executive Post|1685859|Mand
5000474|Michael Klemm|Holger Christiansen|directorship Vice|1755564|Mand
5000474|Ralf Dieter Fiedler|Holger Christiansen|Executive Post|1867170|Mand
5000474|Marco Faulenbach|Holger Christiansen|Executive Post CEO|1957529|Mand
5000474|Jesper Lauridsen|Holger Christiansen|directorship|1957530|Mand
5000474|Lars Diester|Holger Christiansen|Executive Post|1957531|Mand
5000997|Henning Høgslund|Honeywell|directorship|396438|Mand
5000997|Torben Peter Qvist|Honeywell|Executive Post|680359|Mand
5000997|Torben Svejstrup|Honeywell|Member of the board chairman|681032|Mand
5000997|Carl-Michael Fredrik Rydnemalm|Honeywell|directorship|918739|NA
5000997|Niels Flemming Larsen|Honeywell|directorship|1324046|Mand
5000403|Birgitte Jepsen|Hornsyld Korn|directorship|282261|Kvinde
5000403|Charlotte Knigge|Hornsyld Korn|directorship|304780|Kvinde
5000403|Jørgen Jepsen|Hornsyld Korn|Member of the board chairman|468309|Mand
5000403|Lars Christensen|Hornsyld Korn|directorship|514961|Mand
5000403|Marianne Jepsen|Hornsyld Korn|directorship|543668|Kvinde
5000403|Niels Jepsen|Hornsyld Korn|directorship|570679|Mand
5000403|Christian Christensen|Hornsyld Korn|directorship|1652929|Mand
5000206|Ole Kristensen|British American Tobacco Denmark|directorship|631064|Mand
5000206|Peter Schnettler Kristensen|British American Tobacco Denmark|directorship|904294|Mand
5000206|Peter Dalsberg|British American Tobacco Denmark|Executive Post|1453834|Mand
5000206|Keith Roger Mitchell|British American Tobacco Denmark|Member of the board chairman|1692364|Mand
5000206|Dean Anthony Gilfillan|British American Tobacco Denmark|directorship|1911629|Mand
5000206|Henrik Winther Hansen|British American Tobacco Denmark|directorship|7365488|Mand
5000206|Anne Kølle|British American Tobacco Denmark|directorship|7365489|Kvinde
5000859|James Brown|Howden Denmark|directorship Vice|422674|Mand
5000859|Torben Steen Jensen|Howden Denmark|Directorship Employee representative|680867|Mand
5000859|Tina Jensen|Howden Denmark|Directorship Employee representative|1004635|Kvinde
5000859|Allan Jan Formann Kristensen|Howden Denmark|directorship|1642993|Mand
5000859|Ian Brander|Howden Denmark|Member of the board chairman|1667704|Mand
5000287|Hans Albert Hermann Schweers|HS Metalservice|Executive Post CEO|376788|Mand
5000905|Bent Sørensen|Hydra Tech|Executive Post CEO|275173|Mand
5000905|Bernd Petersen|Hydra Tech|directorship|278076|Mand
5000905|Esben Bay Jørgensen|Hydra Tech|Member of the board chairman|344417|Mand
5000905|Hans Jørgen Kaptain|Hydra Tech|directorship|382116|Mand
5000905|Henrik Krabbe|Hydra Tech|directorship|402914|Mand
5000882|Mark Alexander Langer|Hugo Boss Nordic|directorship|1258104|Mand
5000882|Gareth David Incledon|Hugo Boss Nordic|Executive Post CEO|1695419|Mand
5000882|Judith Eckl|Hugo Boss Nordic|directorship|1874436|Kvinde
5000738|Hemming Van|HV Invest|Executive Post CEO|394653|Mand
5000738|Lisa Hagen Van|HV Invest|Member of the board chairman|532991|Kvinde
5000738|Kaspar Dirach Van|HV Invest|directorship|1884252|Mand
5000738|Sebastian Dirach Van|HV Invest|directorship|1884253|Mand
5000783|Else Dam Jensen|Hydrema Holding|directorship|330066|Kvinde
5000783|Jan Werner Jensen|Hydrema Holding|Executive Post CEO|429600|Mand
5000783|Kjeld Werner Jensen|Hydrema Holding|Member of the board chairman|499892|Mand
5000783|Jacob Møller Jakobsen|Hydrema Holding|directorship|933422|Mand
5000783|Gert Platen daugaard|Hydrema Holding|directorship|1019858|Mand
5000783|Marianne Mogensen|Hydrema Holding|directorship|1019859|Kvinde
5000783|Axel Sørensen|Hydrema Holding|directorship|1019860|Mand
5000480|Bjørn Bakkerud|Hydro Alum. Auto. Tønder|directorship|288558|Mand
5000480|Hanne Brodersen|Hydro Alum. Auto. Tønder|Directorship Employee representative|1063381|Kvinde
5000480|Tommy Seeberg|Hydro Alum. Auto. Tønder|directorship|1271057|Mand
5000480|Salvador Biosca|Hydro Alum. Auto. Tønder|Member of the board chairman|1397108|Mand
5000480|Peter Winther Johnsen|Hydro Alum. Auto. Tønder|directorship|1567899|Mand
5000480|Kirsten Husted|Hydro Alum. Auto. Tønder|directorship|1977488|Kvinde
5000639|Graves Lorenzen|Hydro Alum. Tønder|directorship|367945|Mand
5000639|Kai Michelsen|Hydro Alum. Tønder|directorship|477373|Mand
5000639|Svend Madsen|Hydro Alum. Tønder|directorship|657439|Mand
5000639|Mads Bonde Hansen|Hydro Alum. Tønder|Executive Post CEO|1640894|Mand
5000639|Karl Eichinger|Hydro Alum. Tønder|Member of the board chairman|1731814|Mand
5000639|Peter Uhrenholt|Hydro Alum. Tønder|directorship|1731816|Mand
5000639|Thomas Baltzewitsch|Hydro Alum. Tønder|directorship|1783008|Mand
5000320|Peter Wenzel|Hørkram Holding|Member of the board chairman|613969|Mand
5000320|Gerhard Heinrich Lütje|Hørkram Holding|directorship|1422883|Mand
5000320|Dirk Lütje|Hørkram Holding|Executive Post CEO|1422884|Mand
5000555|Erik Andresen|IAI Holding|directorship|310177|Mand
5000555|Ib Andresen|IAI Holding|Member of the board chairman|409897|Mand
5000555|Leif Henning Nielsen|IAI Holding|directorship|524540|Mand
5000555|Tom Andresen|IAI Holding|directorship|674082|Mand
5000096|Claus Gylling|IBM Danmark|directorship|311838|Mand
5000096|Flemming Madsen|IBM Danmark|directorship|354085|Mand
5000096|Søren Aaberg Iversen|IBM Danmark|directorship|659182|Mand
5000096|Henrik Bodskov|IBM Danmark|Executive Post|717064|Mand
5000096|Lars Mikkelgaard-Jensen|IBM Danmark|Member of the board chairman|1036386|Mand
5000096|Anne Hanting Bornfeld|IBM Danmark|Executive Post|1770540|Kvinde
5000096|Anders Elmer Feddersen|IBM Danmark|Executive Post|1779646|Mand
5000096|Susanne Elise Knudsen|IBM Danmark|directorship|7377218|Kvinde
5000096|Ole Vrangbæk Olsen|IBM Danmark|Executive Post|16809666|Mand
5000169|Anders Colding Friis|IC Companys|directorship|235452|Mand
5000169|Anders Cleemann|IC Companys|Executive Post|246905|Mand
5000169|Henrik Tonsgaard Heideby|IC Companys|directorship|405404|Mand
5000169|Niels Erik Martinsen|IC Companys|Member of the board chairman|568805|Mand
5000169|Niels-Ole Nørgaard Mikkelsen|IC Companys|Executive Post CEO|575851|Mand
5000169|Ole Wengel|IC Companys|directorship Vice|587268|Mand
5000169|Peter Fabrin|IC Companys|Executive Post|607199|Mand
5000169|Annette Pia Brøndholt Sørensen|IC Companys|directorship|945164|Kvinde
5000169|Per Bank|IC Companys|directorship|999062|Mand
5000169|Chris Bigler|IC Companys|Executive Post CFO|1125695|Mand
